ID,ECLO
ACCIDENT_39609,3.88232312737766
ACCIDENT_39610,3.5159745464309418
ACCIDENT_39611,4.761857423525648
ACCIDENT_39612,4.1879181872573845
ACCIDENT_39613,4.485957406728872
ACCIDENT_39614,3.7931427164117846
ACCIDENT_39615,4.306513165920244
ACCIDENT_39616,3.550774739225222
ACCIDENT_39617,4.172593532601835
ACCIDENT_39618,4.358467229529304
ACCIDENT_39619,4.250812542016738
ACCIDENT_39620,3.340829229847138
ACCIDENT_39621,4.057126748482033
ACCIDENT_39622,3.295711044189813
ACCIDENT_39623,3.123139205031432
ACCIDENT_39624,4.278425733050057
ACCIDENT_39625,4.253180908472692
ACCIDENT_39626,4.360587808528041
ACCIDENT_39627,4.33557793477745
ACCIDENT_39628,4.632802813703495
ACCIDENT_39629,3.4158643735452947
ACCIDENT_39630,3.253453082646921
ACCIDENT_39631,4.121855985198116
ACCIDENT_39632,4.196621954207253
ACCIDENT_39633,4.216515787121267
ACCIDENT_39634,4.467781019486598
ACCIDENT_39635,4.340829128466253
ACCIDENT_39636,4.644680590663911
ACCIDENT_39637,3.41597870538876
ACCIDENT_39638,4.24352178815822
ACCIDENT_39639,4.422956476221587
ACCIDENT_39640,4.120022449991702
ACCIDENT_39641,4.6172362339241495
ACCIDENT_39642,3.448116741405517
ACCIDENT_39643,4.465202992799305
ACCIDENT_39644,3.12658140882904
ACCIDENT_39645,3.5148286241986892
ACCIDENT_39646,4.644021867274424
ACCIDENT_39647,4.878947853576915
ACCIDENT_39648,5.30764353604753
ACCIDENT_39649,3.1308977540528127
ACCIDENT_39650,3.694973779406379
ACCIDENT_39651,3.482831515192963
ACCIDENT_39652,4.4921241018577165
ACCIDENT_39653,3.5306887104071265
ACCIDENT_39654,3.352440115779547
ACCIDENT_39655,3.882953770571581
ACCIDENT_39656,3.574875754578399
ACCIDENT_39657,4.004447339008195
ACCIDENT_39658,4.17880856996977
ACCIDENT_39659,3.731452304314305
ACCIDENT_39660,4.172940111278297
ACCIDENT_39661,3.8434126750835325
ACCIDENT_39662,4.46586359965191
ACCIDENT_39663,4.078181716389948
ACCIDENT_39664,3.7380359267195096
ACCIDENT_39665,3.95269911676588
ACCIDENT_39666,3.2944363744838783
ACCIDENT_39667,3.8809137335028843
ACCIDENT_39668,3.3650651446982263
ACCIDENT_39669,3.3543449116875284
ACCIDENT_39670,3.873233957393614
ACCIDENT_39671,4.544907003019882
ACCIDENT_39672,4.097720235201405
ACCIDENT_39673,3.4799327767835666
ACCIDENT_39674,4.370458902456096
ACCIDENT_39675,3.592771706876846
ACCIDENT_39676,4.121895067807482
ACCIDENT_39677,3.3704015751680814
ACCIDENT_39678,3.5442336353160595
ACCIDENT_39679,4.1862716183860105
ACCIDENT_39680,4.20263557513159
ACCIDENT_39681,3.3478010072368236
ACCIDENT_39682,3.877044443262182
ACCIDENT_39683,3.675410485471987
ACCIDENT_39684,3.516432654941781
