ID,ECLO
ACCIDENT_39609,3.881107182132979
ACCIDENT_39610,3.4071043392928244
ACCIDENT_39611,5.015057670576944
ACCIDENT_39612,4.319210561772154
ACCIDENT_39613,4.539369220186616
ACCIDENT_39614,3.6549774492353535
ACCIDENT_39615,4.301404497760732
ACCIDENT_39616,3.517474217675666
ACCIDENT_39617,4.105556797805503
ACCIDENT_39618,4.319447988587912
ACCIDENT_39619,4.227210626050215
ACCIDENT_39620,3.284724789541415
ACCIDENT_39621,3.9739292454460973
ACCIDENT_39622,3.194325932569438
ACCIDENT_39623,2.9898379150942955
ACCIDENT_39624,4.226336599150169
ACCIDENT_39625,4.0532097254180774
ACCIDENT_39626,4.319030725584122
ACCIDENT_39627,4.210512604332349
ACCIDENT_39628,4.521985441110485
ACCIDENT_39629,3.1168434206358824
ACCIDENT_39630,3.1798514479407625
ACCIDENT_39631,4.131044655594346
ACCIDENT_39632,4.18193496262176
ACCIDENT_39633,4.2325122613638
ACCIDENT_39634,4.437815058459791
ACCIDENT_39635,4.340958685398759
ACCIDENT_39636,4.704148071991733
ACCIDENT_39637,3.35307041616628
ACCIDENT_39638,4.22825276447466
ACCIDENT_39639,4.37484572866476
ACCIDENT_39640,4.072483449975108
ACCIDENT_39641,4.516280701772447
ACCIDENT_39642,3.400174324216551
ACCIDENT_39643,4.370232578397912
ACCIDENT_39644,2.9793321264871184
ACCIDENT_39645,3.357035072596068
ACCIDENT_39646,4.500562201823272
ACCIDENT_39647,4.809296960730746
ACCIDENT_39648,5.388061608142587
ACCIDENT_39649,2.996139762158438
ACCIDENT_39650,3.7185206382191374
ACCIDENT_39651,3.2503353455788884
ACCIDENT_39652,4.552702005573151
ACCIDENT_39653,3.56689703122138
ACCIDENT_39654,3.4342372473386398
ACCIDENT_39655,3.891860611714743
ACCIDENT_39656,3.5282094637351973
ACCIDENT_39657,4.050956717024585
ACCIDENT_39658,4.188845809909309
ACCIDENT_39659,3.748135412942916
ACCIDENT_39660,4.242675033834893
ACCIDENT_39661,3.9237372252505964
ACCIDENT_39662,4.5330134989557305
ACCIDENT_39663,4.137667149169843
ACCIDENT_39664,3.683085780158529
ACCIDENT_39665,3.945636050297641
ACCIDENT_39666,3.2092408234516343
ACCIDENT_39667,3.9546655005086526
ACCIDENT_39668,3.3203494340946795
ACCIDENT_39669,3.2883041350625843
ACCIDENT_39670,3.931053672180842
ACCIDENT_39671,4.5240828090596485
ACCIDENT_39672,4.106547105604212
ACCIDENT_39673,3.4530074303506995
ACCIDENT_39674,4.315419607368286
ACCIDENT_39675,3.7173884206305368
ACCIDENT_39676,4.146302603422445
ACCIDENT_39677,3.1382771255042448
ACCIDENT_39678,3.657245605948179
ACCIDENT_39679,4.115268455158031
ACCIDENT_39680,4.124113025394768
ACCIDENT_39681,3.0938471217104713
ACCIDENT_39682,3.8686599297865456
ACCIDENT_39683,3.840191256415961
ACCIDENT_39684,3.2828701648253427
ACCIDENT_39685,4.192214751721437
ACCIDENT_39686,4.5520547739378685
ACCIDENT_39687,4.397562298693303
ACCIDENT_39688,3.1805086703481495
ACCIDENT_39689,4.315026142840363
ACCIDENT_39690,4.100173755463903
ACCIDENT_39691,3.8039952844032
ACCIDENT_39692,3.6636672322933377
ACCIDENT_39693,3.4985035220737624
ACCIDENT_39694,4.322302858803431
ACCIDENT_39695,3.9073792793069813
ACCIDENT_39696,4.516420034835104
ACCIDENT_39697,3.9399763630803717
ACCIDENT_39698,4.081304344099658
ACCIDENT_39699,3.662847004923588
ACCIDENT_39700,4.007728384421248
ACCIDENT_39701,4.191118916110509
ACCIDENT_39702,4.028328832661263
ACCIDENT_39703,4.408885325656508
ACCIDENT_39704,4.113302031051541
ACCIDENT_39705,3.952923463191442
ACCIDENT_39706,3.3508012198668915
ACCIDENT_39707,4.225979784351432
ACCIDENT_39708,4.154523906311306
ACCIDENT_39709,4.172876945521329
ACCIDENT_39710,3.4438297762042906
ACCIDENT_39711,3.629248831846373
ACCIDENT_39712,3.8727044352261366
ACCIDENT_39713,3.9933329043322687
ACCIDENT_39714,4.222110868599347
ACCIDENT_39715,4.510196815442906
ACCIDENT_39716,4.061788840150063
ACCIDENT_39717,4.143152448860016
ACCIDENT_39718,4.0395033060346925
ACCIDENT_39719,3.968447473662232
ACCIDENT_39720,3.9150481553592384
ACCIDENT_39721,4.202002583288349
ACCIDENT_39722,4.176680984021661
ACCIDENT_39723,4.107306566624748
ACCIDENT_39724,3.9694215957372485
ACCIDENT_39725,4.155162422575949
ACCIDENT_39726,4.290577033651964
ACCIDENT_39727,3.196454067903825
ACCIDENT_39728,3.926865504469428
ACCIDENT_39729,4.123152844818795
ACCIDENT_39730,4.106690406548974
ACCIDENT_39731,4.245415487428712
ACCIDENT_39732,3.7364951640832778
ACCIDENT_39733,3.91391384064031
ACCIDENT_39734,3.32129303554865
ACCIDENT_39735,3.8330688907665107
ACCIDENT_39736,3.8419570897351134
ACCIDENT_39737,3.3612322197054008
ACCIDENT_39738,4.141671229607206
ACCIDENT_39739,4.164892639696196
ACCIDENT_39740,3.9479634739338656
ACCIDENT_39741,3.359163753314425
ACCIDENT_39742,3.881930382552413
ACCIDENT_39743,3.8563981786480297
ACCIDENT_39744,4.151465092034702
ACCIDENT_39745,4.05687120123476
ACCIDENT_39746,3.306799573483127
ACCIDENT_39747,3.9391070091528784
ACCIDENT_39748,4.086427830120025
ACCIDENT_39749,3.08304047207126
ACCIDENT_39750,3.8667525427853184
ACCIDENT_39751,3.474211745187934
ACCIDENT_39752,4.371503613260541
ACCIDENT_39753,3.96371885528065
ACCIDENT_39754,4.07301400978159
ACCIDENT_39755,3.5267666763560412
ACCIDENT_39756,3.8975174891484428
ACCIDENT_39757,4.0576335687904175
ACCIDENT_39758,4.379993794125294
ACCIDENT_39759,3.3626147497666636
ACCIDENT_39760,4.1147914396618805
ACCIDENT_39761,3.9518683287673992
ACCIDENT_39762,4.30723928951598
ACCIDENT_39763,4.136939795842151
ACCIDENT_39764,3.6424554777523412
ACCIDENT_39765,4.331189679385992
ACCIDENT_39766,3.582301160455868
ACCIDENT_39767,3.4005139335103847
ACCIDENT_39768,3.3786082847419214
ACCIDENT_39769,4.0385957220878765
ACCIDENT_39770,3.8678431798219806
ACCIDENT_39771,3.8520644817824774
ACCIDENT_39772,4.345447086425878
ACCIDENT_39773,3.937012884942581
ACCIDENT_39774,3.86539376458675
ACCIDENT_39775,3.237113129849571
ACCIDENT_39776,2.8959701579586317
ACCIDENT_39777,4.1230698586122925
ACCIDENT_39778,3.885072605210815
ACCIDENT_39779,4.287088576030072
ACCIDENT_39780,4.114769688973688
ACCIDENT_39781,3.803559596763256
ACCIDENT_39782,3.9395831928594163
ACCIDENT_39783,4.130833685440352
ACCIDENT_39784,5.087798182375591
ACCIDENT_39785,4.443347586502551
ACCIDENT_39786,3.2517078120171954
ACCIDENT_39787,4.524770391431822
ACCIDENT_39788,3.671471070656718
ACCIDENT_39789,4.051804512924224
ACCIDENT_39790,4.141895901082434
ACCIDENT_39791,3.662054686504262
ACCIDENT_39792,3.4813308726944867
